product_id,title,product_description,rating,ratings_count,initial_price,discount,final_price,currency,images,delivery_options,product_details,breadcrumbs,product_specifications,amount_of_stars,what_customers_said,seller_name,sizes,videos,seller_information,variations,best_offer,more_offers,category
16512022,MASQ,Men Pack Of 3 Solid 4-Ply Reusable Pure Cotton Cloth Masks,4.5,35,447.0,50.0,"""₹223.00""",INR,"http://assets.myntassets.com/assets/images/16512022/2021/12/14/8c8e2c36-69a8-442d-93b0-3161a2ce20581639470550865MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask1.jpg,http://assets.myntassets.com/assets/images/16512022/2021/12/14/ff832827-f856-4bd0-a008-de91f15ca2c01639470551050MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask2.jpg,http://assets.myntassets.com/assets/images/16512022/2021/12/14/d95cbc3d-0503-434d-a1d8-7a5cbbaf4eb91639470550718MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask3.jpg,http://assets.myntassets.com/assets/images/16512022/2021/12/14/fae824dd-aa98-4f54-a631-a83e9fff0a4a1639470551211MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask4.jpg,http://assets.myntassets.com/assets/images/16512022/2021/12/14/1af58d04-2506-4256-b97c-3dafb78d30e71639470550365MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask5.jpg,http://assets.myntassets.com/assets/images/16512022/2021/12/14/6bff3228-c8df-48ec-aa8a-1a80a46c026e1639470550545MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask6.jpg,http://assets.myntassets.com/assets/images/16512022/2021/12/14/40a33381-b023-4a00-b61c-7af1abc1bbb91639470551425MASQMenPackOf3Solid4-PlyReusablePureCottonClothMask7.jpg","[""100% Original Products"",""Pay on delivery might be available"",""Items like innerwear, socks, certain accessories and some high-value fragile items do not come under our return policy""]","{""description"":""Pack of 3 solid adjustable 4-ply reusable cloth masks in brown, maroon and navy blueUse cases:OutdoorHow to use:Always wash your hand with soap and water or sanitise them with alcohol rub before and after using the maskStretch the elastic string over your ears, making sure that the brand label is towards your rightCover your nose & mouth and adjust so that no gaps are leftAvoid touching the mask while use and replace if it feels dampPrecaution:Always wash your hand with soap and water or sanitise them with alcohol rub before and after using the maskThe mask is for individual use ONLY, not to be shared with others to prevent contaminationWarning:Usage instructions & precautions should be followed as recommendedImproper usage of the mask may cause health risksFeatures:1st layer of premium cotton fabric2nd layer of non-woven interlining fused with top layer3rd layer of anti-bacterial fabric4th layer of 100% organic cotton Skin friendly absorbent materialAnti bacterial cloth face mask with bacteria filteration efficiency (bfe> 99%), washable & reusable upto 30 timesEar loops made of premium tubular elastic-soft on ears-facilitates ease of wearing, attractive adjusters for perfect fit and comfort.Get an adjustable mask strap with this combo for ease of wearingMember of higgs-sedex-bsci-gots & iso 9001:2015 certified companyDisclaimer:No mask can guarantee full protection from Covid 19This mask can help avoid droplets and aerosol if used effectively as per the user instructions"",""material_and_care"":""100% Cotton. Hand wash only"",""size_and_fit"":""Width: 21 cm. (Adjustable)""}","[{""name"":""Accessories"",""url"":""https://www.myntra.com/accessories""},{""name"":""Men"",""url"":""https://www.myntra.com/men-accessories""},{""name"":""Outdoor Masks"",""url"":""https://www.myntra.com/outdoor-masks""},{""name"":""MASQ"",""url"":""https://www.myntra.com/masq-outdoor-masks""},{""name"":""More by MASQ"",""url"":""https://www.myntra.com/masq""}]","[{""specification_name"":""About the Brand"",""specification_value"":""Q-one has been the globally preferred partner for producing high quality embellished products for the past decade. Q-one has dedicated itself to designing and producing the high quality designer products at affordable prices. Customer delight is our motto. Q-one today has the largest automated capacity to produce masks &amp; hair accessories in india. All our products are designed by our experienced talented designers and are prepared in-house in the most hygienic conditions, through automated production processes and minimal handling, after thorough research and quality adherence. Q-one is certified from higg index, amfori , sedex, gots &amp; iso 9001:2015.""},{""specification_name"":""Adjustable"",""specification_value"":""Yes""},{""specification_name"":""Character"",""specification_value"":""NA""},{""specification_name"":""Compatible Filter""},{""specification_name"":""Fastening"",""specification_value"":""Elasticated""},{""specification_name"":""Filtration"",""specification_value"":""Unvalved""},{""specification_name"":""Foldable"",""specification_value"":""Yes""},{""specification_name"":""Mask Type"",""specification_value"":""Cloth Mask""},{""specification_name"":""Material"",""specification_value"":""Cotton""},{""specification_name"":""Model""},{""specification_name"":""Multipack Set"",""specification_value"":""3""},{""specification_name"":""Package Content"",""specification_value"":""Mask""},{""specification_name"":""Ply"",""specification_value"":""4""},{""specification_name"":""Reusable"",""specification_value"":""Yes""},{""specification_name"":""Special Features""},{""specification_name"":""Sustainable"",""specification_value"":""Regular""},{""specification_name"":""Warranty"",""specification_value"":""NA""}]","{""1_star"":1,""2_stars"":1,""3_stars"":0,""4_stars"":12,""5_stars"":21}",,Q-ONE,"[{""size"":""L"",""value"":""21.0cm"",""value_name"":""Width""},{""size"":""XL"",""value"":""22.0cm"",""value_name"":""Width""}]",,Plo███o. ███ Pa█████████Sec█████████████████████ana████████████,,"{""applicable_on"":""Orders above Rs. 649 (only on first purchase)"",""best_price"":""154"",""coupon_code"":""MYNTRA200"",""coupon_discount"":"" Rs. 69.0 off (check cart for final savings)""}","[{""offer_name"":""10% Instant Discount on IndusInd Bank Debit Cards "",""offer_value"":"" Min Spend ₹2,500; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Yes Bank Credit Cards "",""offer_value"":"" Min Spend ₹3,500; Max Discount ₹1,000. ""},{""offer_name"":""Flat ₹100 Cashback on Mobiwkik Wallet/Zip "",""offer_value"":"" Min Spend ₹1,999. ""},{""offer_name"":""7.5% Discount on Myntra Kotak Credit Card."",""offer_value"":"" Max Discount Up to ₹750 on every spends. ""}]",outdoor-masks
17359602,Swiss Design,Pack Of 20 Assorted 5-Ply Anti-Pollution N95 Masks,3.0,2,1500.0,85.0,"""₹225.00""",INR,"http://assets.myntassets.com/assets/images/17359602/2022/3/2/6ede6465-8a09-4cdf-96a0-35e4946209301646225627988NotReturnableDisposableMask1.jpg,http://assets.myntassets.com/assets/images/17359602/2022/3/2/4b8b643f-cf74-49ef-8986-7a46c84ef24a1646225627977NotReturnableDisposableMask2.jpg,http://assets.myntassets.com/assets/images/17359602/2022/3/2/2351ef32-c36a-4960-af75-ffde977c1a2f1646225627999NotReturnableDisposableMask3.jpg,http://assets.myntassets.com/assets/images/17359602/2022/3/2/055d9fd3-9da3-4c55-b897-dcda49bd19c91646225627941NotReturnableDisposableMask5.jpg,http://assets.myntassets.com/assets/images/17359602/2022/3/2/1171c1e0-095f-4609-8eb5-f7ac9edb10fe1646225627966NotReturnableDisposableMask6.jpg,http://assets.myntassets.com/assets/images/17359602/2022/3/2/2831f6d2-d47f-4a75-a466-1a62369f776d1646225627955NotReturnableDisposableMask7.jpg","[""100% Original Products"",""Pay on delivery might be available"",""Items like innerwear, socks, certain accessories and some high-value fragile items do not come under our return policy""]","{""description"":""Pack Of 20 Assorted 5-Ply Anti-Pollution N95 Mask5 Layers Filtration:Layer 1 : Non-woven ClothLayer 2 : Poly CottonLayer 3: electrostatic adsorption meltblown filterLayer4 : Non-woven ClothLayer 5 : Poly CottonFeatures:Made from soft breathable cottonFree SizeElastic ear loops adjustablePrecaution:Always wash your hand with soap and water or sanitise them with alcohol rub before and after using the maskThe mask is for individual use ONLY, not to be shared with others to prevent contaminationWarning:Usage instructions & precautions should be followed as recommendedImproper usage of the mask may cause health risksDisclaimer:No mask can guarantee full protection from Covid 19Actual product might vary from picture"",""material_and_care"":""Disposable"",""size_and_fit"":""Dimensions : 20 x 15 cm (Width x Height). One Size Fits All for Adults""}","[{""name"":""Accessories"",""url"":""https://www.myntra.com/accessories""},{""name"":""Unisex"",""url"":""https://www.myntra.com/unisex-accessories""},{""name"":""Outdoor Masks"",""url"":""https://www.myntra.com/outdoor-masks""},{""name"":""Swiss Design"",""url"":""https://www.myntra.com/swiss-design-outdoor-masks""},{""name"":""More by Swiss Design"",""url"":""https://www.myntra.com/swiss-design""}]","[{""specification_name"":""Adjustable"",""specification_value"":""Yes""},{""specification_name"":""Character"",""specification_value"":""NA""},{""specification_name"":""Fastening"",""specification_value"":""Elasticated""},{""specification_name"":""Filtration"",""specification_value"":""Unvalved""},{""specification_name"":""Foldable"",""specification_value"":""Yes""},{""specification_name"":""Mask Type"",""specification_value"":""N95 or KN95""},{""specification_name"":""Material"",""specification_value"":""Non-woven fabric""},{""specification_name"":""Multipack Set"",""specification_value"":""20""},{""specification_name"":""Package Content"",""specification_value"":""Mask""},{""specification_name"":""Ply"",""specification_value"":""5""},{""specification_name"":""Reusable"",""specification_value"":""No""},{""specification_name"":""Special Features"",""specification_value"":""Low breathing resistance with high filtration efficiency , Adjustable nose-pin and a soft inner foam nose cushion help to ensure proper fit ,  ultrasonically bonded to the mask, no staples are used, More than 95% Filtration efficiency and tested for mean particle size of 0.6 Microns, Adopted the polypropylene material, which is without any toxic chemicals or stimulant,""},{""specification_name"":""Sustainable"",""specification_value"":""Regular""},{""specification_name"":""Warranty"",""specification_value"":""NA""}]","{""1_star"":1,""2_stars"":0,""3_stars"":0,""4_stars"":0,""5_stars"":1}",,HOU███OF ███NDS█████████LLP███,"[{""size"":""Onesize""}]",,3RD███OOR███ AN█████████OCK█████████████████████AL ██████████████████████████████,,"{""applicable_on"":""Orders above Rs. 649 (only on first purchase)"",""best_price"":""156"",""coupon_code"":""MYNTRA200"",""coupon_discount"":"" Rs. 69.0 off (check cart for final savings)""}","[{""offer_name"":""10% Instant Discount on IndusInd Bank Debit Cards "",""offer_value"":"" Min Spend ₹2,500; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Yes Bank Credit Cards "",""offer_value"":"" Min Spend ₹3,500; Max Discount ₹1,000. ""},{""offer_name"":""Flat ₹100 Cashback on Mobiwkik Wallet/Zip "",""offer_value"":"" Min Spend ₹1,999. ""},{""offer_name"":""7.5% Discount on Myntra Kotak Credit Card."",""offer_value"":"" Max Discount Up to ₹750 on every spends. ""}]",outdoor-masks
