product_id,title,product_description,rating,ratings_count,initial_price,discount,final_price,currency,images,delivery_options,product_details,breadcrumbs,product_specifications,amount_of_stars,what_customers_said,seller_name,sizes,videos,seller_information,variations,best_offer,more_offers,category
15787112,Mamaearth,Oil-Free Face Moisturizer With Turmeric & Saffron For Skin Brightening  - 80 ml,4.3,903,319.0,12.0,"""₹280.00""",INR,"http://assets.myntassets.com/assets/images/15787112/2021/10/10/5a843c86-18c4-45c1-bdc9-38d9848f59d01633848451161FaceMoisturisers1.jpg,http://assets.myntassets.com/assets/images/15787112/2021/10/10/1ca0d19a-e0f6-43e7-9024-7d2d2efda8d71633848451133FaceMoisturisers2.jpg,http://assets.myntassets.com/assets/images/15787112/2021/10/10/192fb634-1481-44ac-ba01-624bd2c70a131633848451071FaceMoisturisers3.jpg,http://assets.myntassets.com/assets/images/15787112/2021/10/10/9def43ca-7ccf-48b1-b680-7677459304de1633848451142FaceMoisturisers4.jpg,http://assets.myntassets.com/assets/images/15787112/2021/10/10/3b5260c1-76f4-4002-9984-e52a2db5064d1633848451315FaceMoisturisers5.jpg,http://assets.myntassets.com/assets/images/15787112/2021/10/10/c11bed4e-d849-4cbb-81ba-117193df49141633848451169FaceMoisturisers6.jpg,http://assets.myntassets.com/assets/images/15787112/2021/10/10/20753742-0cc2-4cab-b42e-85b0aa648df01633848451152FaceMoisturisers7.jpg,http://assets.myntassets.com/assets/images/banner2021/6/2/65a9ecb2-4fb8-4ffa-80bd-60d9887263d61622615690824-22.jpg","[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days exchanges"",""This item is only exchangeable for the same or a different size, if available, and cannot be returned""]","{""description"":""Ubtan Oil-Free Face Moisturizer With Turmeric & Saffron For Skin Brightening  - 80 ml""}","[{""name"":""Personal Care"",""url"":""https://www.myntra.com/personal-care""},{""name"":""Unisex"",""url"":""https://www.myntra.com/unisex-personal-care""},{""name"":""Day Cream"",""url"":""https://www.myntra.com/day-cream""},{""name"":""Mamaearth"",""url"":""https://www.myntra.com/mamaearth-day-cream""},{""name"":""More by Mamaearth"",""url"":""https://www.myntra.com/mamaearth""}]","[{""specification_name"":""Colour Shade Name"",""specification_value"":""NA""},{""specification_name"":""Concern"",""specification_value"":""Deep Nourishment""},{""specification_name"":""Formulation"",""specification_value"":""Cream""},{""specification_name"":""How-to-Apply"",""specification_value"":""<ul><li>Apply moisturizer after cleansing your face</li><li>Take a small amount of the moisturizer and dab on different areas of your face</li><li>Using your fingertips, smooth each dab of moisturizer upwards and outwards on your face using circular motions</li><li>Massage until the moisturizer is absorbed by the skin</li></ul>""},{""specification_name"":""Ingredients"",""specification_value"":""Turmeric, Saffron""},{""specification_name"":""Key Ingredient"",""specification_value"":""Turmeric""},{""specification_name"":""Minimum Shelf Life in Months"",""specification_value"":""24""},{""specification_name"":""Minimum Usable Period in Months"",""specification_value"":""1""},{""specification_name"":""Net Weight"",""specification_value"":""80 ml""},{""specification_name"":""Preference"",""specification_value"":""NA""},{""specification_name"":""SPF"",""specification_value"":""None""},{""specification_name"":""Skin Type"",""specification_value"":""Sensitive""},{""specification_name"":""Special Features"",""specification_value"":""Hydrating formula keeps the skin soft and plump all day long while the traditional goodness of ubtan protects you, naturally. Crafted especially for indian weather, mamaearth ubtan oil-free face moisturizer is extremely lightweight and gets absorbed into the skin in no time, leaving behind a non-greasy and matte finish""},{""specification_name"":""Sustainable"",""specification_value"":""Regular""},{""specification_name"":""Total Shelf Life in Months"",""specification_value"":""24""}]","{""1_star"":40,""2_stars"":23,""3_stars"":77,""4_stars"":207,""5_stars"":556}",,Hon███ Co███mer█████████Lim██████,"[{""size"":""75-100 ML""}]",,Plo███o 6███4th█████████LM █████████████████████OR-████████████████████████████████████████████████████████████,,"{""applicable_on"":""Orders above Rs. 649 (only on first purchase)"",""best_price"":""194"",""coupon_code"":""MYNTRA200"",""coupon_discount"":"" Rs. 86.0 off (check cart for final savings)""}","[{""offer_name"":""10% Instant Discount on IndusInd Bank Debit Cards "",""offer_value"":"" Min Spend ₹2,500; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Yes Bank Credit Cards "",""offer_value"":"" Min Spend ₹3,500; Max Discount ₹1,000. ""},{""offer_name"":""Flat ₹100 Cashback on Mobiwkik Wallet/Zip "",""offer_value"":"" Min Spend ₹1,999. ""},{""offer_name"":""7.5% Discount on Myntra Kotak Credit Card."",""offer_value"":"" Max Discount Up to ₹750 on every spends. ""}]",face-moisturisers
10075857,Organic Harvest,Spot Reduction Face Cream with Kakadu Plum & Almonds Extracts,3.7,9,845.0,20.0,"""₹676.00""",INR,"http://assets.myntassets.com/assets/images/10075857/2023/1/31/6b8b41af-8557-439b-9fac-5e559b6487241675156498286-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-1.jpg,http://assets.myntassets.com/assets/images/10075857/2023/1/31/4b634d30-f1ad-47b8-bf8b-53a7d4e95fa51675156498271-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-2.jpg,http://assets.myntassets.com/assets/images/10075857/2023/1/31/46eb4f3b-6c88-4b27-b8c8-0240c11f88f71675156498241-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-3.jpg,http://assets.myntassets.com/assets/images/10075857/2023/1/31/f55e813a-acb0-4083-aa16-7208c1fc00b71675156498213-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-4.jpg,http://assets.myntassets.com/assets/images/10075857/2023/1/31/c65fc8bc-08ca-4382-8d99-52fb3b265b791675156498183-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-5.jpg,http://assets.myntassets.com/assets/images/10075857/2023/1/31/5b58d348-5b6a-4e8a-a202-af52d527becf1675156498154-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-6.jpg,http://assets.myntassets.com/assets/images/10075857/2023/3/14/04b17af9-1fef-4982-ae8b-c4d944d452821678774151011-Organic-Harvest-Activ-Luminosity-Anti-Pigmentation-Cream-50g-11.jpg","[""100% Original Products"",""Pay on delivery might be available"",""Easy 14 days exchanges"",""This item is only exchangeable for the same or a different size, if available, and cannot be returned""]","{""description"":""Spot Reduction Face Cream with Kakadu Plum, Acai Berry & Almonds Extracts""}","[{""name"":""Personal Care"",""url"":""https://www.myntra.com/personal-care""},{""name"":""Unisex"",""url"":""https://www.myntra.com/unisex-personal-care""},{""name"":""Day Cream"",""url"":""https://www.myntra.com/day-cream""},{""name"":""Organic Harvest"",""url"":""https://www.myntra.com/organic-harvest-day-cream""},{""name"":""More by Organic Harvest"",""url"":""https://www.myntra.com/organic-harvest""}]","[{""specification_name"":""Concern"",""specification_value"":""Dark Spots""},{""specification_name"":""Formulation"",""specification_value"":""Cream""},{""specification_name"":""How-to-Apply"",""specification_value"":""Apply a generous amount of product on freshly cleansed skin starting at the neck and working your way up to the face.""},{""specification_name"":""Key Ingredient"",""specification_value"":""Vitamin C""},{""specification_name"":""Minimum Shelf Life in Months"",""specification_value"":""24""},{""specification_name"":""Minimum Usable Period in Months"",""specification_value"":""6""},{""specification_name"":""Net Weight"",""specification_value"":""50 g""},{""specification_name"":""Preference"",""specification_value"":""Organic""},{""specification_name"":""SPF"",""specification_value"":""None""},{""specification_name"":""Skin Type"",""specification_value"":""Sensitive""},{""specification_name"":""Special Features"",""specification_value"":""<ul><li>Suitable for both men and women</li><li>Certified organic product</li><li>Suitable for all skin types</li><li>Cream based</li></ul>""},{""specification_name"":""Sustainable"",""specification_value"":""Regular""},{""specification_name"":""Total Shelf Life in Months"",""specification_value"":""36""}]","{""1_star"":2,""2_stars"":0,""3_stars"":1,""4_stars"":2,""5_stars"":4}",,SYS███ OR███IC █████████JIT███,"[{""size"":""35-50 ML""}]",,Sys███ or███ic █████████IZA█████████████████████4//███████████████████████████████████████████████████████████████,,"{""applicable_on"":""Orders above Rs. 999 (only on first purchase)"",""best_price"":""473"",""coupon_code"":""MYNTRA300"",""coupon_discount"":"" Rs. 203.0 off (check cart for final savings)""}","[{""offer_name"":""10% Instant Discount on IndusInd Bank Debit Cards "",""offer_value"":"" Min Spend ₹2,500; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Yes Bank Credit Cards "",""offer_value"":"" Min Spend ₹3,500; Max Discount ₹1,000. ""},{""offer_name"":""Flat ₹100 Cashback on Mobiwkik Wallet/Zip "",""offer_value"":"" Min Spend ₹1,999. ""},{""offer_name"":""7.5% Discount on Myntra Kotak Credit Card."",""offer_value"":"" Max Discount Up to ₹750 on every spends. ""}]",face-moisturisers
